 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
 0.0000, 0.0000, 0.0000, 3.1415, 0.0000, 0.0000, 0.0000, 0.0000,-0.7180,0
